actors,country,director,genre,grade,introduce,keywords,language,length,name,up_date 
"卡里斯·范,塞巴斯蒂安·科赫,汤姆·霍夫曼,哈里纳·雷金,瓦尔德马·科布斯",荷兰,Paul Verhoeven,"
                   剧情        / 惊悚片        / 战争        ",7.7,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","盖世太保,诱惑,荷兰抵抗,藏在棺材里,荷兰国旗","
          荷兰语        ",145分钟,"
        黑皮书,Zwartboek ",(2006)
"威廉·霍尔登,瑞安·奥尼尔,卡尔·莫尔登,琳恩·卡林,汤姆·斯凯里特",美国,布莱克·爱德华兹,"
                   西部        ",6.5,"Tired of cow-punching for a living, two Montana cowboys rob a bank and flee but their employer's sons chase after them.","抢劫银行,纸牌游戏,美国墨西哥边境,男人之间的友谊,酒吧打架","
          英语        ",106分钟,"
        Wild Rovers ",(1971)
"丹·艾克罗伊德,尼德·巴蒂,约翰·贝鲁西,洛兰·加里,Murray Hamilton",美国,史蒂文·斯皮尔伯格,"
                   动作片        / 喜剧         / 战争        ",5.8,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,"年度标题,1941年,闹剧喜剧,加利福尼亚","
          英语        ",142分钟,"
        一九四一,1941 ",(1979)
"凯伦·麦克道戈,丽萨·德甘,欧嘉·苏图洛娃,Yuliya Chicherina,Severina Kamugish Kemirimbe",俄罗斯,提莫·贝克曼贝托夫,"
                   动作片        / 冒险        / 剧情        ",2.9,"In an age of Gladiators, the power that was Rome held its empire together with the might of its armies, the sweat and tears of its conquests, and the cheers and bloodlust of its citizens - glorified in the deadly spectacle of The Arena. Stolen from their homelands, the fiery Druid maiden Bodicia, ex…","角斗士,奴隶,女奴,德鲁伊,罗马","
          英语        ",92分钟,"
        帝国圣女,The Arena ",(2001)
"Carroll Baker,阿道弗·切利,Cesare Barro,路易吉·皮斯蒂利,Gabriella Giorgelli",意大利,安德烈·比安奇,"
                   剧情        ",5.4,"Aging wife desperately wants to sexually satisfy her husband, but he's losing interest and cheats. She seeks advice even from prostitutes but nothing helps. Tired from trying, she falls for her husband's son who reciprocates.","功能失调的婚姻,偷窥狂,女脱衣服,妓女","
          意大利语        ",92分钟,"
        继母劳拉,La moglie di mio padre ",(1976)
"克里斯汀·贝尔,伊迪娜·门泽尔,乔纳森·格罗夫,乔什·加德,Santino Fontana",美国,克里斯·巴克,"
                   冒险        / 动画        / 喜剧         / 家庭        / 奇幻片        / 歌舞剧        ",7.5,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","魔法,姐妹关系,雪人,驯鹿,冰","
          英语        ",102分钟,"
        冰雪奇缘,Frozen ",(2013)
"Chieko,Makoto Fukatani,Karin Tsujigiri,Hiroyuki Yamaguchi,Takahiko Kobayashi",日本,濑濑敬久,"
                   剧情        ",0,,"电话,软核,入店行窃","
          日语        ",62分钟,"
        羞涩体位,Honban rezu: Hazukashii taii ",(1994)
"Gina Janssen,Esther Studer,雅克·斯塔尼,Eric Falk,Dagmar Bürger",西德,Jack Guy,"
                   犯罪        / 剧情        ",3.8,"In the ""Oasis"" in Tangier, the emissaries of the oil sheiks meet and, in addition to the ""white skin"", also trade other goods such as weapons and drugs.","裸胸,黑色内裤,女袜脚,女袜腿,裤袜","
          德语        ",78分钟,"
        Tänzerinnen für Tanger ",(1977)
"白川和子,Tatsuya Hamaguchi,南条,Ikunosuke Koizumi,Sôichirô Maeno",日本,西村昭五郎,"
                  ",5.8,,"软核,罗马色情,品库艾加,色情文学","
          日语        ",64分钟,"
        Danchizuma: Hirusagari no jôji ",(1971)
"西尔维斯特·史泰龙,Henrietta Holm,Jodi Van Prang,Nicholas Warren,Frank Micelli",美国,Morton M. Lewis,"
                   喜剧         / 剧情        / 爱情        / 成人        ",2.6,"Kitty and Stud are lovers. They enjoy a robust sex-life, which includes fellatio and light S&M, specifically, Stud belt-whipping Kitty. Three women come over for a party and Stud services them, one after the other.","派对,标题中的撇号,标题中的标点符号","
          英语        ",83分钟,"
        The Party at Kitty and Stud's ",(1970)
"保罗·默里斯,吉内瓦维·佩吉,保罗·霍布施米特,米舍利娜·卢乔尼,Lutz Gabor",法国,让·德拉努瓦,"
                   喜剧         ",6,"Leopold, valet De Chambre of the Advocate General of Royssac, began to study the penal code and becomes, during his leave, judge in a court of the ""middle"".",警察,"
          法语        ",93分钟,"
        管家,Le majordome ",(1965)
"克里斯塔娜·洛肯,迈克尔·马德森,马修·戴维斯,威尔·桑德森,杰拉丁·卓别林",德国,乌维·鲍尔,"
                   动作片        / 冒险        / 奇幻片        / 恐怖        ",2.9,"In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother.","不好的表演,人类吸血杂种,杂交,女性吸血鬼混合体,吸血鬼","
          英语        ",92分钟,"
        BloodRayne ",(2005)
"Stephan Schad,苏珊·沃尔夫,Oliver Sauer,Anne Weber,Ole Schloßhauer",德国,Jan Georg Schütte,"
                   剧情        ",5.3,"For their fifth wedding anniversary, Albert and Birgit have a party for their best friends in their house in the countryside. But the party becomes a very dangerous event. Unknown involvements arise and lead to the destruction of friendships. Birgit slept with Albert's best friend, but Albert doesn'…","摇摆人,斯金格,另一个男人怀孕了,斯金格夫妇,戴绿帽的","
          德语        ",92分钟,"
        Swinger Club ",(2006)
"汤姆·汉克斯,蒂姆·艾伦,琼·库萨克,尼德·巴蒂,唐·里克斯",美国,李·昂克里奇,"
                   冒险        / 动画        / 喜剧         / 家庭        / 奇幻片        ",8.3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","玩具,大学,逃跑,日托,邪恶的泰迪熊","
          英语        ",103分钟,"
        玩具总动员3,Toy Story 3 ",(2010)
"斯特法尼娅·桑德雷利,Teresa Ann Savoy,马里奥·阿多夫,玛丽,卡尔·泽尼",意大利,阿尔多·拉多,"
                   剧情        ",5.7,Luca Manzi is a fourteen year old boy living in the Northern Italy Republic of Salò that is governed by fascists. Luca becomes a partisan but after the end of the war he is disappointed because things don't seem to have changed as he had hoped and he decides to let himself die. But he is saved by Ed…,"软核,法西斯主义,父子关系,心脏病发作,手上裙","
          意大利语        ",98分钟,"
        启发性教育,La disubbidienza ",(1981)
"詹妮弗·劳伦斯,利亚姆·海姆斯沃斯,杰克·奎德,泰勒·圣克莱尔,桑德拉·埃利斯",美国,弗朗西斯·劳伦斯,"
                   动作片        / 冒险        / 科幻        / 惊悚片        ",7.5,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,"独裁者,基于年轻的成人小说,女英雄,女主角,动作女主角","
          英语        ",146分钟,"
        饥饿游戏2：星火燎原,The Hunger Games: Catching Fire ",(2013)
"Rene Belmonte,Boris Quercia",巴西,Wolf Maya,"
                   喜剧         ",4.7,,,"
          葡萄牙语        ",99分钟,"
        Sexo com Amor? ",(2008)
"泰莎·法米加,本·罗森菲尔德,琳赛·柏奇,乔舒华·莱纳德,珍妮弗·拉弗勒",美国,汉娜·菲德尔,"
                   剧情        / 爱情        ",5.6,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.","初恋,德州,大学,实习,在车里唱歌","
          英语        ",79分钟,"
        6 Years ",(2015)
"Fon Ting Ki,李大根,慕思成,南星勋,尹美罗",韩国,张一湖,"
                   剧情        / 惊悚片        ",4.6,"Yeong-rim and her mother are imprisoned when she refuses the advances of the village's communist supporter, Bong-ju. Bong-ju gets himself appointed the position of warden where the two are secured and becomes increasingly threatening.","w.i.p,女子监狱,暴力,折磨,淋浴","
          普通话        ",85分钟,"
        女囚大脱狱,Yeosu daetalok ",(1976)
"托比·马奎尔,克斯汀·邓斯特,詹姆斯·弗兰科,托马斯·哈登,托弗·戈瑞斯",美国,山姆·雷米,"
                   动作片        / 科幻        ",6.2,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.","蜘蛛侠,恶棍,彼得·帕克,咖啡店,英雄","
          英语        ",137分钟,"
        Spider-Man 3 ",(2007)
"威尔·史密斯,吉恩·哈克曼,强·沃特,莉莎·博内特,雷吉娜·金",美国,托尼·斯科特,"
                   动作片        / 惊悚片        ",7.3,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,"在跑,阴谋,监视,国家安全局,政治腐败","
          英语        ",140分钟,"
        国家公敌,Enemy of the State ",(1998)
"黛米·摩尔,伯特·雷诺兹,阿曼德·阿山特,文·瑞姆斯,罗伯特·帕特里克",美国,安德鲁·伯格曼,"
                   犯罪        / 喜剧         / 剧情        / 惊悚片        ",4.5,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,"汽提塔,脱衣舞,剥离","
          英语        ",117分钟,"
        脱衣舞娘,Striptease ",(1996)
"Ana Majhenic,Frano Maskovic,Jelena Percin,Sara Stanic,Robert Kurbasa",克罗地亚,Irena Skoric,"
                   喜剧         / 剧情        ",3.8,"An Croatian erotic anthology of seven short stories directed by Irena Skoric, all revolving around sex and relationships. Five of the stories following the intimacies of straight couples, where the 6th and 7th stories revolve around a lesbian couple and a gay couple.","诱惑者,ditsy girl","
          克罗地亚语        ",87分钟,"
        7 seX 7 ",(2011)
"周星驰,吴孟达,朱茵,蔡少芬,蓝洁瑛",中国香港,刘镇伟,"
                   动作片        / 冒险        / 喜剧         / 奇幻片        / 爱情        ",8,至尊宝（,"基于民间故事,孙悟空,续集,魔法盒,魔法","
          普通话        ",95分钟,"
        大话西游之大圣娶亲 ",(1995)
"艾瑞卡·林德,娜塔莉·科瑞尔,塞巴斯蒂安·皮戈特,梅寇·阮,汤米",加拿大,爱普洛·马伦,"
                   剧情        / 爱情        ",5.5,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,,"
          英语        ",94分钟,"
        她唇之下,Below Her Mouth ",(2016)
